city_a_estimate,city_b_estimate,click_events,comprehension_ease,condition,condition_id,condition_name,confidence_label,confidence_rating,data_trust,display_format,end_time,hover_events,interaction_log,internal_node_id,participant_id,percent_score,phase,phase1_complete,phase2_complete,predictions_shown,probability_estimate,question_order,response,responses,round,rt,rt_total,skeptical_rating,start_time,stimulus,success,time_elapsed,time_on_viz,total_interactions,total_questions,total_score,travel_choice,trial_index,trial_type,trust_composite,usability_composite,usability_difficulty,view_history,visualization_literacy_score,visualization_shown
,,,,,,,,,,,,,,0.0-0.0,5b98940f754b700001f0f15c,,,,,,,,0,,,2089,,,,"
	        <div class=""welcome-screen"">
	            <h1>Air Quality Prediction Study</h1>
	            <p>Welcome! You are about to participate in a research study about how people make decisions using air quality predictions. This study examines how different ways of presenting prediction information affect trust and decision-making. The study will take approximately 15 minutes.</p>
	            <div class=""study-info"">
	                <h3>What you'll do:</h3>
	                <ul>
	                    <li>Complete a brief assessment of visualization understanding</li>
	                    <li>Make predictions about air quality in two cities</li>
	                    <li>Answer questions about your confidence and trust</li>
						<li>Report basic demographic data</li>
	                </ul>
	            </div>
	        </div>
	    ",,2095,,,,,,0,html-button-response,,,,,,
,,,,,,,,,,,,,,0.0-1.0,5b98940f754b700001f0f15c,,,,,,,,,,,2248,,,,,true,5347,,,,,,1,fullscreen,,,,,,
,,,,,,,,,,,,,,0.0-2.0,5b98940f754b700001f0f15c,,,,,,,,"{""participant_id"":""5b98940f754b700001f0f15c""}",,,6019,,,,,,11377,,,,,,2,survey-text,,,,,,
,,,,,,,,,,,,,,0.0-3.0,5b98940f754b700001f0f15c,,,,,,,,0,,,4909,,,,"
	        <div class=""consent-form"">
	            <h2>Consent Form</h2>
	            <div class=""consent-header"">
	                <p><strong>Principal Investigator:</strong> Dr. Cindy Xiong Bearfield, Assistant Professor</p>
	                <p><strong>Study Title:</strong> Trusting What We See: Effect of Interactivity in Visual Data Analysis</p>
	                <p><strong>Supported By:</strong> Georgia Institute of Technology</p>
	            </div>
	            
	            <div class=""consent-details"">
	                <h3>WHAT IS THIS FORM?</h3>
	                <p>This form is called a Consent Form. It will give you information about the study so you can make an informed decision about participation in this research. We encourage you to take some time to think this over and ask questions now and at any other time. If you decide to participate, you will be asked to sign this form and you will be given a copy for your records.</p>

	                <h3>WHAT ARE SOME OF THE IMPORTANT ASPECTS OF THIS RESEARCH STUDY THAT I SHOULD BE AWARE OF?</h3>
	                <ul>
	                    <li>Whether or not you take part is up to you.</li>
	                    <li>You can choose not to take part.</li>
	                    <li>You can agree to take part and later change your mind.</li>
	                    <li>Your decision will not be held against you.</li>
	                </ul>

	                <h3>WHY ARE WE DOING THIS RESEARCH STUDY?</h3>
	                <p>The purpose of our study is to explore the visualization design space so we can understand how people perceive, interpret, and make decisions from visualizations. The results from this study can help us design visualizations and visualization guidelines to help people better communicate and understand data.</p>

	                <h3>WHO CAN PARTICIPATE IN THIS RESEARCH STUDY?</h3>
	                <p>Participants in this study must be at least 18 years of age or older and have general familiarity with using web-based systems. Participants currently outside of the U.S. cannot participate in this study (e.g. in the European Union or China).</p>

	                <h3>WHAT COMPENSATION I WILL RECEIVE?</h3>
	                <p>You will receive payment through Prolific worth $12/hour for participating in this study. We expect this study to take less than 20 minutes. Your participation is entirely voluntary. You are free to withdraw at any time, and if you do, you will receive partial payment for your time.</p>

	                <h3>HOW MANY PEOPLE WILL PARTICIPATE?</h3>
	                <p>We expect about 200 people will be in this research study.</p>

	                <h3>WHAT WILL I BE ASKED TO DO AND HOW MUCH TIME WILL IT TAKE?</h3>
	                <p>We will show you several data visualizations or components of a visualization and ask you to perform a visual task with the visualization on a computer screen, such as counting, searching, recognizing, memorizing, or describing the information presented to you. We may also ask you to fill out questionnaires concerning your thoughts regarding the visualization you saw. We expect that you will be in this research study to take between 15 and 60 minutes. We expect this study to be a one-off session and will not contact you regarding the study itself in the future.</p>

	                <h3>WILL BEING IN THIS RESEARCH STUDY HELP ME IN ANY WAY?</h3>
	                <p>You are not likely to have any direct benefit from being in this research study. The potential benefits to you from participation may include learning about how data visualization research is conducted, and you may learn about issues of current interest in data visualization and psychology.</p>

	                <h3>WHAT ARE MY RISKS OF BEING IN THIS RESEARCH STUDY?</h3>
	                <p>Your participation in this study does not involve any risks other than what you would encounter in daily life. In particular, you may experience fatigue or boredom, however, you may take breaks between tasks. The effects of participating should be comparable to those you would experience from viewing a computer monitor and using a keyboard. You may withdraw at any time.</p>

	                <h3>HOW WILL MY PERSONAL INFORMATION BE PROTECTED?</h3>
	                <p>We will comply with any applicable laws and regulations regarding confidentiality. To make sure that this research is being carried out in the proper way, the Georgia Institute of Technology IRB may review study records. The Office of Human Research Protections may also look at study records.</p>
	                <p>Efforts will be made to limit the use and disclosure of your personal information, including research study records, to people who need to review this information. We cannot promise complete secrecy. Organizations that may inspect and copy your information include the IRB and other representatives of this institution. Please be notified that our data privacy policy is based on U.S. regulations. Participants who are out of the U.S. might be excluded due to different data privacy requirements.</p>
	                <p><strong>Data Sharing:</strong> De-identified data from this study will be shared among the GATech research team, as well as the research community at large to advance science and health. We will remove or code any personal information that could identify you before files are shared with other researchers to ensure that, by current scientific standards and known methods, no one will be able to identify you from the information we share. Despite these measures, we cannot guarantee the anonymity of your personal data.</p>

	                <h3>WILL I BE GIVEN ANY MONEY OR OTHER COMPENSATION FOR BEING IN THIS RESEARCH STUDY?</h3>
	                <p>If you agree to take part in this research study, we will provide compensation. You will be paid in accordance with the stated policies of Amazon Mechanical Turk and/or Prolific.com. Payment will be made upon completion and acceptance of tasks that you have agreed to complete and you will be paid via Mechanical Turk or Prolific.com. If you choose to withdraw from the study, you will not be compensated for your participation.</p>

	                <h3>WHAT ELSE DO I NEED TO KNOW?</h3>
	                <p>We might be using attention check questions in our surveys. If you miss 2 or more attention check questions, your HIT will not be accepted and you will not be compensated.</p>

	                <h3>WHO CAN I TALK TO IF I HAVE QUESTIONS?</h3>
	                <p>If you have any questions about the content of this research project, you may contact Dr. Cindy Xiong Bearfield at cxiong@gatech.edu, or contact Songwen Hu at shu343@gatech.edu. If you have any questions about your rights as a research subject, you may also contact Georgia Institute of Technology Office of Research Integrity Assurance at IRB@gatech.edu.</p>

	                <h3>WHAT HAPPENS IF I SAY YES, BUT I CHANGE MY MIND LATER?</h3>
	                <p>You can decide not to participate in this research or you can start and then decide to leave the research at any time and it will not be held against you. To do so, simply exit the experiment. Any data already collected will not be saved.</p>

	                <p><strong>By clicking ""I agree"" below you are indicating that you are at least 18 years old, currently in the U.S., have read this consent form, and agree to participate in this research study. Please print a copy of this page for your records.</strong></p>
	            </div>
	        </div>
	    ",,16294,,,,,,3,html-button-response,,,,,,
,,,,,,,,,,,,,,0.0-4.0,5b98940f754b700001f0f15c,,,,,,,,0,,,70629,,,,"
	        <div class=""vis-literacy-intro"">
	            <h2>Visualization Assessment</h2>
	            <p>Before we begin the main study, we'd like to assess your ability to read and interpret data visualizations.</p>
	            
	            <div class=""assessment-info"">
	                <h3>What you'll do:</h3>
	                <ul>
	                    <li>View 12 different data visualizations (charts and graphs)</li>
	                    <li>Answer questions about what each visualization shows</li>
	                    <li>Take your time to examine each chart carefully</li>
	                </ul>
	                
	                <p><strong>This assessment will take approximately 5-10 minutes.</strong></p>
	                <p>There are no right or wrong interpretations - we're interested in how you read visualizations.</p>
	            </div>
	        </div>
	    ",,86926,,,,,,4,html-button-response,,,,,,
,,,,,condition_4_ensemble_hover,Ensemble + Hover,,,,,,,,0.0-5.0,5b98940f754b700001f0f15c,42,,,,,,,,"[{""question_id"":""minivlat_1"",""question_type"":""line_chart"",""question_text"":""What was the price range of a barrel of oil in 2020?"",""response"":0,""correct_answer"":0,""is_correct"":true,""rt"":46492.89999999106},{""question_id"":""minivlat_2"",""question_type"":""bar_chart"",""question_text"":""What is the range of the average internet speed in Asia?"",""response"":0,""correct_answer"":3,""is_correct"":false,""rt"":70352.39999999106},{""question_id"":""minivlat_3"",""question_type"":""stacked_bar"",""question_text"":""What is the cost of peanuts in Las Vegas?"",""response"":3,""correct_answer"":1,""is_correct"":false,""rt"":55617.19999998808},{""question_id"":""minivlat_4"",""question_type"":""stacked_100_bar"",""question_text"":""What is the approval rating of Republicans among postgraduate-educated people?"",""response"":0,""correct_answer"":1,""is_correct"":false,""rt"":39229.29999999702},{""question_id"":""minivlat_5"",""question_type"":""pie_chart"",""question_text"":""About what is the global smartphone market share of Samsung?"",""response"":1,""correct_answer"":1,""is_correct"":true,""rt"":29173.09999999404},{""question_id"":""minivlat_6"",""question_type"":""histogram"",""question_text"":""How many people have rated the taxi between 4.2 and 4.4?"",""response"":0,""correct_answer"":1,""is_correct"":false,""rt"":73104.5},{""question_id"":""minivlat_7"",""question_type"":""scatter_plot"",""question_text"":""There is a negative linear relationship between the height and the weight of the 85 males."",""response"":0,""correct_answer"":1,""is_correct"":false,""rt"":15753.70000000298},{""question_id"":""minivlat_8"",""question_type"":""area_chart"",""question_text"":""What was the average price of a pound of coffee beans in September 2013?"",""response"":0,""correct_answer"":0,""is_correct"":true,""rt"":46932.40000000596},{""question_id"":""minivlat_9"",""question_type"":""stacked_area"",""question_text"":""What was the number of girls named 'Olivia' in 2010 in the UK?"",""response"":2,""correct_answer"":2,""is_correct"":true,""rt"":34040.79999999702},{""question_id"":""minivlat_10"",""question_type"":""bubble_chart"",""question_text"":""What is the total length of the metro system in Beijing?"",""response"":2,""correct_answer"":0,""is_correct"":false,""rt"":20991.20000000298},{""question_id"":""minivlat_11"",""question_type"":""choropleth"",""question_text"":""In 2015, the unemployment rate for Washington (WA) was higher than that of Wisconsin (WI)."",""response"":0,""correct_answer"":0,""is_correct"":true,""rt"":31858.39999999106},{""question_id"":""minivlat_12"",""question_type"":""bubble_chart_multi"",""question_text"":""For which website was the number of unique visitors the largest in 2010?"",""response"":0,""correct_answer"":3,""is_correct"":false,""rt"":71242.60000000894}]",,,534788.4999999702,,,,,621717,,,12,5,,5,vis-literacy,,,,,,
,,,,,,,,,,,,,,0.0-6.0,5b98940f754b700001f0f15c,,,,,,,,,,,5713,,,,,,627434,,,,,,6,instructions,,,,"[{""page_index"":0,""viewing_time"":5712}]",,
90,100,,,,condition_0_historical,Historical Only,Very Uncertain,1,,historical_only,,,"[{""type"":""chart_enter"",""data"":{""timestamp"":1667.2999999970198},""timestamp"":1667.3999999910593},{""type"":""chart_hover"",""data"":{""x"":1412,""y"":598,""timestamp"":1667.699999988079},""timestamp"":1667.699999988079},{""type"":""chart_hover"",""data"":{""x"":1394,""y"":594,""timestamp"":1683.8999999910593},""timestamp"":1683.8999999910593},{""type"":""chart_hover"",""data"":{""x"":1373,""y"":588,""timestamp"":1700.5},""timestamp"":1700.5},{""type"":""chart_hover"",""data"":{""x"":1366,""y"":586,""timestamp"":1717.0999999940395},""timestamp"":1717.199999988079},{""type"":""chart_hover"",""data"":{""x"":1365,""y"":585,""timestamp"":1733.8999999910593},""timestamp"":1733.8999999910593},{""type"":""chart_hover"",""data"":{""x"":1365,""y"":585,""timestamp"":1750.5999999940395},""timestamp"":1750.5999999940395},{""type"":""chart_hover"",""data"":{""x"":1364,""y"":585,""timestamp"":1800.5},""timestamp"":1800.5},{""type"":""chart_hover"",""data"":{""x"":1361,""y"":584,""timestamp"":1817.199999988079},""timestamp"":1817.199999988079},{""type"":""chart_hover"",""data"":{""x"":1348,""y"":583,""timestamp"":1834},""timestamp"":1834},{""type"":""chart_hover"",""data"":{""x"":1330,""y"":583,""timestamp"":1851},""timestamp"":1851},{""type"":""chart_hover"",""data"":{""x"":1303,""y"":583,""timestamp"":1867.3999999910593},""timestamp"":1867.5},{""type"":""chart_hover"",""data"":{""x"":1246,""y"":583,""timestamp"":1883.8999999910593},""timestamp"":1883.8999999910593},{""type"":""chart_hover"",""data"":{""x"":1189,""y"":580,""timestamp"":1900.5},""timestamp"":1900.5},{""type"":""chart_hover"",""data"":{""x"":1132,""y"":579,""timestamp"":1917.199999988079},""timestamp"":1917.199999988079},{""type"":""chart_hover"",""data"":{""x"":1085,""y"":576,""timestamp"":1933.7999999970198},""timestamp"":1933.7999999970198},{""type"":""chart_hover"",""data"":{""x"":1051,""y"":575,""timestamp"":1950.5999999940395},""timestamp"":1950.5999999940395},{""type"":""chart_hover"",""data"":{""x"":1031,""y"":574,""timestamp"":1967.0999999940395},""timestamp"":1967.199999988079},{""type"":""chart_hover"",""data"":{""x"":1022,""y"":573,""timestamp"":1982.8999999910593},""timestamp"":1982.8999999910593},{""type"":""chart_hover"",""data"":{""x"":1017,""y"":573,""timestamp"":1999.5999999940395},""timestamp"":1999.5999999940395},{""type"":""chart_hover"",""data"":{""x"":1013,""y"":573,""timestamp"":2016.3999999910593},""timestamp"":2016.3999999910593},{""type"":""chart_hover"",""data"":{""x"":1008,""y"":574,""timestamp"":2033},""timestamp"":2033},{""type"":""chart_hover"",""data"":{""x"":1006,""y"":575,""timestamp"":2050},""timestamp"":2050},{""type"":""chart_hover"",""data"":{""x"":1006,""y"":575,""timestamp"":2066.5999999940395},""timestamp"":2066.5999999940395},{""type"":""chart_hover"",""data"":{""x"":1004,""y"":576,""timestamp"":2083.199999988079},""timestamp"":2083.199999988079},{""type"":""chart_hover"",""data"":{""x"":994,""y"":583,""timestamp"":2099.699999988079},""timestamp"":2099.699999988079},{""type"":""chart_hover"",""data"":{""x"":975,""y"":589,""timestamp"":2116.0999999940395},""timestamp"":2116.0999999940395},{""type"":""chart_hover"",""data"":{""x"":944,""y"":593,""timestamp"":2132.7999999970198},""timestamp"":2132.7999999970198},{""type"":""chart_hover"",""data"":{""x"":908,""y"":595,""timestamp"":2149.699999988079},""timestamp"":2149.699999988079},{""type"":""chart_hover"",""data"":{""x"":872,""y"":596,""timestamp"":2166.2999999970198},""timestamp"":2166.2999999970198},{""type"":""chart_hover"",""data"":{""x"":846,""y"":596,""timestamp"":2183},""timestamp"":2183},{""type"":""chart_hover"",""data"":{""x"":837,""y"":596,""timestamp"":2199.5999999940395},""timestamp"":2199.5999999940395},{""type"":""chart_hover"",""data"":{""x"":836,""y"":597,""timestamp"":2216.3999999910593},""timestamp"":2216.3999999910593},{""type"":""chart_hover"",""data"":{""x"":835,""y"":597,""timestamp"":2411.7999999970198},""timestamp"":2411.7999999970198},{""type"":""chart_hover"",""data"":{""x"":834,""y"":596,""timestamp"":2418.8999999910593},""timestamp"":2418.8999999910593},{""type"":""chart_hover"",""data"":{""x"":834,""y"":596,""timestamp"":2432.7999999970198},""timestamp"":2432.7999999970198},{""type"":""chart_hover"",""data"":{""x"":833,""y"":595,""timestamp"":2449.7999999970198},""timestamp"":2449.7999999970198},{""type"":""chart_hover"",""data"":{""x"":829,""y"":596,""timestamp"":2475.699999988079},""timestamp"":2475.699999988079},{""type"":""chart_hover"",""data"":{""x"":821,""y"":597,""timestamp"":2483.3999999910593},""timestamp"":2483.3999999910593},{""type"":""chart_leave"",""data"":{""timestamp"":2499.699999988079},""timestamp"":2499.699999988079},{""type"":""chart_enter"",""data"":{""timestamp"":2600.8999999910593},""timestamp"":2600.8999999910593},{""type"":""chart_hover"",""data"":{""x"":833,""y"":595,""timestamp"":2600.8999999910593},""timestamp"":2600.8999999910593},{""type"":""chart_hover"",""data"":{""x"":905,""y"":586,""timestamp"":2617.5},""timestamp"":2617.5},{""type"":""chart_hover"",""data"":{""x"":966,""y"":581,""timestamp"":2633.7999999970198},""timestamp"":2633.7999999970198},{""type"":""chart_hover"",""data"":{""x"":999,""y"":579,""timestamp"":2650.699999988079},""timestamp"":2650.699999988079},{""type"":""chart_hover"",""data"":{""x"":1009,""y"":581,""timestamp"":2667.2999999970198},""timestamp"":2667.2999999970198},{""type"":""chart_hover"",""data"":{""x"":1009,""y"":583,""timestamp"":2683.8999999910593},""timestamp"":2684},{""type"":""chart_hover"",""data"":{""x"":1009,""y"":584,""timestamp"":2700.3999999910593},""timestamp"":2700.3999999910593},{""type"":""chart_hover"",""data"":{""x"":1009,""y"":583,""timestamp"":2717},""timestamp"":2717},{""type"":""chart_hover"",""data"":{""x"":1010,""y"":580,""timestamp"":2733.699999988079},""timestamp"":2733.699999988079},{""type"":""chart_hover"",""data"":{""x"":1012,""y"":574,""timestamp"":2750.5},""timestamp"":2750.5},{""type"":""chart_hover"",""data"":{""x"":1014,""y"":568,""timestamp"":2766.8999999910593},""timestamp"":2766.8999999910593},{""type"":""chart_hover"",""data"":{""x"":1015,""y"":567,""timestamp"":2783.199999988079},""timestamp"":2783.2999999970198},{""type"":""chart_hover"",""data"":{""x"":1015,""y"":565,""timestamp"":2799.199999988079},""timestamp"":2799.199999988079},{""type"":""chart_hover"",""data"":{""x"":1015,""y"":565,""timestamp"":2816.0999999940395},""timestamp"":2816.0999999940395},{""type"":""chart_hover"",""data"":{""x"":1015,""y"":564,""timestamp"":2884.199999988079},""timestamp"":2884.199999988079},{""type"":""chart_hover"",""data"":{""x"":1014,""y"":563,""timestamp"":2899.5999999940395},""timestamp"":2899.5999999940395},{""type"":""chart_hover"",""data"":{""x"":1014,""y"":561,""timestamp"":2916},""timestamp"":2916},{""type"":""chart_hover"",""data"":{""x"":1011,""y"":559,""timestamp"":2932.5999999940395},""timestamp"":2932.5999999940395},{""type"":""chart_hover"",""data"":{""x"":1010,""y"":556,""timestamp"":2949.3999999910593},""timestamp"":2949.3999999910593},{""type"":""chart_hover"",""data"":{""x"":1010,""y"":554,""timestamp"":2966.199999988079},""timestamp"":2966.199999988079},{""type"":""chart_hover"",""data"":{""x"":1010,""y"":551,""timestamp"":2982.8999999910593},""timestamp"":2982.8999999910593},{""type"":""chart_hover"",""data"":{""x"":1009,""y"":549,""timestamp"":2999.5999999940395},""timestamp"":2999.5999999940395},{""type"":""chart_hover"",""data"":{""x"":1010,""y"":549,""timestamp"":3304.5999999940395},""timestamp"":3304.5999999940395},{""type"":""chart_hover"",""data"":{""x"":1010,""y"":549,""timestamp"":3322.0999999940395},""timestamp"":3322.0999999940395},{""type"":""chart_hover"",""data"":{""x"":1009,""y"":549,""timestamp"":3515.699999988079},""timestamp"":3515.699999988079},{""type"":""chart_hover"",""data"":{""x"":1007,""y"":549,""timestamp"":3532.2999999970198},""timestamp"":3532.2999999970198},{""type"":""chart_hover"",""data"":{""x"":1006,""y"":549,""timestamp"":3549},""timestamp"":3549},{""type"":""chart_hover"",""data"":{""x"":1005,""y"":549,""timestamp"":3566.199999988079},""timestamp"":3566.2999999970198},{""type"":""chart_hover"",""data"":{""x"":1005,""y"":549,""timestamp"":3582.5},""timestamp"":3582.5},{""type"":""chart_hover"",""data"":{""x"":1004,""y"":548,""timestamp"":3599.0999999940395},""timestamp"":3599.0999999940395},{""type"":""chart_hover"",""data"":{""x"":1002,""y"":547,""timestamp"":3615.699999988079},""timestamp"":3615.7999999970198},{""type"":""chart_hover"",""data"":{""x"":1001,""y"":547,""timestamp"":3632.3999999910593},""timestamp"":3632.3999999910593},{""type"":""chart_hover"",""data"":{""x"":1000,""y"":545,""timestamp"":3649.199999988079},""timestamp"":3649.199999988079},{""type"":""chart_hover"",""data"":{""x"":999,""y"":545,""timestamp"":3715.699999988079},""timestamp"":3715.699999988079},{""type"":""chart_hover"",""data"":{""x"":997,""y"":545,""timestamp"":3732.5},""timestamp"":3732.5},{""type"":""chart_hover"",""data"":{""x"":996,""y"":545,""timestamp"":4051.199999988079},""timestamp"":4051.199999988079},{""type"":""chart_hover"",""data"":{""x"":996,""y"":544,""timestamp"":4066.0999999940395},""timestamp"":4066.0999999940395},{""type"":""chart_hover"",""data"":{""x"":996,""y"":544,""timestamp"":6177.5999999940395},""timestamp"":6177.5999999940395},{""type"":""chart_hover"",""data"":{""x"":991,""y"":543,""timestamp"":6185.29999999702},""timestamp"":6185.29999999702},{""type"":""chart_hover"",""data"":{""x"":982,""y"":542,""timestamp"":6199.29999999702},""timestamp"":6199.29999999702},{""type"":""chart_hover"",""data"":{""x"":937,""y"":538,""timestamp"":6216.199999988079},""timestamp"":6216.199999988079},{""type"":""chart_hover"",""data"":{""x"":871,""y"":545,""timestamp"":6232.899999991059},""timestamp"":6232.899999991059},{""type"":""chart_hover"",""data"":{""x"":838,""y"":559,""timestamp"":6249},""timestamp"":6249},{""type"":""chart_leave"",""data"":{""timestamp"":6265.5999999940395},""timestamp"":6265.5999999940395}]",0.0-7.0,5b98940f754b700001f0f15c,,1,,,false,0,,,,1,112796.89999999106,,,,,,740234,,85,,,City B,7,prediction-task,,,,,,true
90,95,0,,,condition_4_ensemble_hover,Ensemble + Hover,Very Uncertain,1,,hover_alternatives,,0,"[]",0.0-8.0,5b98940f754b700001f0f15c,,2,,,true,0,,,,1,48403.09999999404,,,,,,788646,0,0,,,City B,8,prediction-task,,,,,,true
,,,,,,,,,,,,,,0.0-9.0,5b98940f754b700001f0f15c,,,,,,,,0,,,3008,,,,"
			<div class=""section-intro"">
				<h2>Trust & Experience Assessment</h2>
				<p>Thank you for completing the prediction tasks!</p>
				<p>Now we'd like to understand your experience with the forecast visualization you just used.</p>
			</div>
		",,791660,,,,,,9,html-button-response,,,,,,
